TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,anomaly_score,fraud_flag,ai_explanation
TX001507,AC00239,278.88,29-09-2023 16:53,Debit,Kansas City,D000350,184.185.209.72,M001,Branch,64,Doctor,179,2,1334.09,04-11-2024 08:09,0.047771412673395686,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0478. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001508,AC00419,285.49,11-08-2023 18:42,Credit,Charlotte,D000498,41.82.55.163,M071,Branch,53,Doctor,109,1,6366.84,04-11-2024 08:12,0.19155860779584033,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1916. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001509,AC00435,71.87,16-01-2023 18:03,Debit,Nashville,D000039,110.247.153.70,M057,ATM,22,Student,258,1,1839.1,04-11-2024 08:12,0.09706359070887777,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0971. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001510,AC00012,308.8,26-12-2023 16:08,Debit,Baltimore,D000256,65.164.3.100,M018,ATM,53,Retired,41,1,3966.54,04-11-2024 08:09,0.16133722042975523,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1613. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001511,AC00438,135.35,28-07-2023 18:42,Debit,Houston,D000219,218.54.207.160,M098,Branch,33,Engineer,82,1,9983.36,04-11-2024 08:07,0.15948754778085455,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1595. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001512,AC00345,288.43,08-05-2023 16:37,Debit,Phoenix,D000136,7.105.184.86,M075,Branch,66,Retired,72,1,4577.09,04-11-2024 08:09,0.15524362075786047,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1552. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001513,AC00026,147.46,12-10-2023 16:58,Credit,Albuquerque,D000380,78.69.172.205,M071,Online,65,Doctor,205,1,7458.03,04-11-2024 08:11,0.13166771410722822,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1317. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001514,AC00416,214.15,30-10-2023 17:07,Debit,Detroit,D000531,210.228.226.64,M064,Branch,32,Engineer,217,1,6397.29,04-11-2024 08:10,0.15158346098539094,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1516. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001515,AC00272,71.34,28-08-2023 16:00,Debit,Miami,D000256,188.225.207.71,M021,Online,49,Engineer,144,3,6345.03,04-11-2024 08:09,0.009345955500179803,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0093. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001516,AC00468,170.36,27-03-2023 16:56,Debit,Indianapolis,D000225,133.63.96.21,M091,ATM,30,Doctor,118,1,6034.73,04-11-2024 08:09,0.17705378930209215,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1771. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001517,AC00040,965.66,18-12-2023 17:22,Debit,Raleigh,D000244,81.102.230.41,M009,ATM,53,Engineer,32,1,765.81,04-11-2024 08:08,0.04638614760205062,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0464. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001518,AC00302,736.53,10-05-2023 17:05,Debit,Philadelphia,D000548,219.193.239.152,M065,ATM,55,Engineer,120,1,9826.26,04-11-2024 08:09,0.11639585855203771,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1164. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001519,AC00271,213.42,27-07-2023 17:30,Debit,Columbus,D000536,133.67.250.163,M052,ATM,45,Engineer,17,1,3736.38,04-11-2024 08:11,0.14828307286675663,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1483. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001520,AC00495,94.09,12-09-2023 16:32,Debit,Miami,D000429,116.237.223.50,M042,Branch,27,Student,203,1,646.85,04-11-2024 08:10,0.15636721353297361,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1564. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001521,AC00246,91.23,15-05-2023 16:13,Debit,Boston,D000184,32.240.176.64,M003,ATM,72,Retired,86,1,6385.12,04-11-2024 08:08,0.1494610668652443,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1495. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001522,AC00139,263.92,26-07-2023 17:56,Credit,San Diego,D000568,32.240.176.64,M074,Branch,57,Retired,233,1,4161.71,04-11-2024 08:10,0.13698473423568852,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1370. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001523,AC00298,77.5,23-05-2023 16:44,Credit,Fort Worth,D000333,198.166.198.233,M061,Online,51,Doctor,201,1,11079.77,04-11-2024 08:08,0.11269654182730482,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1127. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001524,AC00246,3.65,13-02-2023 17:48,Debit,Miami,D000115,21.28.32.1,M098,Online,69,Doctor,146,1,10017.11,04-11-2024 08:11,0.0977717097373802,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0978. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001525,AC00323,43.88,13-11-2023 17:43,Credit,Seattle,D000349,139.23.212.102,M038,Online,26,Student,251,1,1644.09,04-11-2024 08:08,0.11765269675421114,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1177. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001526,AC00310,591.98,28-04-2023 16:32,Debit,El Paso,D000560,7.146.35.122,M069,ATM,28,Student,132,1,387.65,04-11-2024 08:07,0.14240480437189895,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1424. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001527,AC00083,224.79,22-08-2023 16:34,Debit,Boston,D000208,3.11.254.2,M063,Online,18,Student,129,1,528.38,04-11-2024 08:10,0.14777363367847218,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1478. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001528,AC00222,64.3,04-09-2023 17:36,Debit,Louisville,D000084,219.98.242.240,M015,ATM,55,Retired,67,1,7530.3,04-11-2024 08:11,0.1692357452584199,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1692. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001529,AC00459,111.79,26-12-2023 17:40,Debit,Jacksonville,D000530,110.235.207.187,M056,Online,62,Doctor,49,1,10887.59,04-11-2024 08:11,0.1163625611190407,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1164. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001530,AC00091,927.16,20-03-2023 16:48,Debit,San Francisco,D000385,84.237.126.96,M013,ATM,59,Retired,153,1,7104.61,04-11-2024 08:10,0.09084178380673918,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0908. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001531,AC00122,613.7,22-02-2023 17:33,Credit,Fort Worth,D000670,86.83.61.143,M055,Branch,61,Retired,37,1,7307.11,04-11-2024 08:10,0.11466575507959409,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1147. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001532,AC00432,26.07,16-03-2023 17:00,Debit,Baltimore,D000552,194.174.252.1,M061,Branch,20,Student,19,3,349.98,04-11-2024 08:10,-0.04054353934772503,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0405. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001533,AC00218,170.45,05-01-2023 16:56,Debit,San Francisco,D000560,50.202.8.53,M026,Branch,60,Engineer,199,1,2284.41,04-11-2024 08:09,0.14386344677769686,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1439. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001534,AC00294,344.27,19-09-2023 17:23,Debit,San Antonio,D000172,214.125.131.88,M031,Branch,22,Student,123,1,1918.36,04-11-2024 08:09,0.17019427021622013,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1702. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001535,AC00407,872.72,24-04-2023 16:47,Debit,Washington,D000559,216.79.134.201,M033,Online,22,Student,288,1,503.01,04-11-2024 08:10,0.007507029528716624,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0075. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001536,AC00480,292.95,16-02-2023 16:23,Debit,Memphis,D000456,221.169.49.152,M055,Branch,37,Engineer,56,1,1216.91,04-11-2024 08:11,0.16564006643615592,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1656. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001537,AC00367,28.44,31-08-2023 17:43,Debit,Fresno,D000176,200.164.13.160,M047,ATM,18,Student,243,1,1071.04,04-11-2024 08:09,0.08388825866518701,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0839. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001538,AC00324,209.02,03-03-2023 17:08,Debit,El Paso,D000599,97.4.209.133,M008,ATM,21,Student,74,1,187.9,04-11-2024 08:11,0.15022171945987695,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1502. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001539,AC00253,20.05,29-11-2023 17:43,Debit,Chicago,D000293,164.75.163.220,M018,ATM,72,Retired,171,1,7145.67,04-11-2024 08:08,0.12130940917106142,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1213. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001540,AC00344,175.02,10-04-2023 16:23,Debit,Phoenix,D000609,105.6.30.244,M092,Online,28,Student,71,1,1493.88,04-11-2024 08:09,0.17935424814288498,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1794. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001541,AC00153,89.5,21-08-2023 16:22,Credit,Louisville,D000014,166.79.195.157,M020,Branch,41,Engineer,134,1,8658.95,04-11-2024 08:09,0.16150759010975851,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1615. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001542,AC00016,69.96,16-10-2023 17:43,Debit,Baltimore,D000397,184.146.10.88,M060,Branch,28,Student,31,1,164.12,04-11-2024 08:08,0.13190690230260022,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1319. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001543,AC00291,146.51,25-01-2023 17:12,Debit,Albuquerque,D000575,219.98.242.240,M097,ATM,53,Engineer,68,1,7089.9,04-11-2024 08:10,0.17746838626688038,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1775. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001544,AC00362,376.78,14-08-2023 17:25,Credit,Nashville,D000602,81.248.235.147,M061,Online,21,Student,88,1,841.65,04-11-2024 08:07,0.1651052631371232,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1651. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001545,AC00202,148.54,22-12-2023 16:25,Credit,Columbus,D000156,145.179.219.57,M048,Branch,71,Retired,107,1,5677.05,04-11-2024 08:11,0.1550187454472034,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1550. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001546,AC00163,388.77,11-12-2023 16:57,Credit,Jacksonville,D000215,49.20.211.229,M065,Online,26,Student,30,1,1658.49,04-11-2024 08:11,0.14823689576190752,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1482. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001547,AC00123,100.38,27-11-2023 17:51,Debit,Seattle,D000548,71.93.189.160,M060,Branch,63,Doctor,49,1,10171.68,04-11-2024 08:09,0.11924136429405785,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1192. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001548,AC00054,137.23,07-04-2023 16:50,Debit,Fresno,D000207,82.51.236.134,M084,Branch,64,Doctor,63,1,13847.99,04-11-2024 08:08,0.08279840915456205,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0828. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001549,AC00172,870.3,28-08-2023 17:56,Debit,San Jose,D000200,143.212.47.226,M003,ATM,51,Retired,229,1,3688.98,04-11-2024 08:08,0.06424043397357859,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0642. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001550,AC00176,458.94,18-07-2023 18:06,Debit,Detroit,D000074,151.247.130.190,M076,Branch,52,Engineer,180,1,5619.95,04-11-2024 08:08,0.15965150815713153,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1597. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001551,AC00093,327.35,25-09-2023 18:48,Credit,Memphis,D000531,19.111.192.175,M059,Branch,20,Student,175,1,342.08,04-11-2024 08:11,0.14460098134029897,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1446. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001552,AC00310,757.15,17-01-2023 16:53,Debit,Raleigh,D000463,200.13.225.150,M085,Online,53,Engineer,38,1,4702.86,04-11-2024 08:08,0.11181273883665527,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1118. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001553,AC00127,5.64,08-03-2023 16:57,Debit,Boston,D000691,77.208.193.198,M064,Online,59,Doctor,47,1,12703.24,04-11-2024 08:11,0.07820450123553513,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0782. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001554,AC00286,47.23,03-08-2023 18:18,Credit,Memphis,D000031,188.225.207.71,M034,Online,73,Retired,160,1,6659.81,04-11-2024 08:11,0.12804097117308788,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1280. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001555,AC00497,239.41,01-11-2023 17:23,Credit,Baltimore,D000693,145.246.171.225,M064,Online,42,Doctor,248,1,7860.65,04-11-2024 08:07,0.12896441666898073,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1290. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001556,AC00475,7.48,03-07-2023 16:46,Debit,San Antonio,D000596,27.93.195.98,M025,ATM,55,Engineer,29,1,1275.2,04-11-2024 08:12,0.10004432396801793,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1000. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001557,AC00470,170.97,01-05-2023 17:04,Debit,Nashville,D000259,187.52.200.18,M044,Branch,26,Student,292,1,1265.27,04-11-2024 08:07,0.07728280732189707,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0773. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001558,AC00245,262.43,13-06-2023 17:26,Credit,San Diego,D000365,172.184.35.29,M046,Online,37,Doctor,274,5,12841.01,04-11-2024 08:07,-0.10409110123922638,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.1041. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001559,AC00480,659.15,31-01-2023 16:02,Debit,Boston,D000202,78.69.172.205,M014,ATM,22,Student,204,1,1241.59,04-11-2024 08:06,0.10450121433098797,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1045. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001560,AC00011,31.53,20-12-2023 17:15,Debit,Kansas City,D000328,37.143.57.20,M095,Online,25,Student,283,1,874.93,04-11-2024 08:06,0.06856874384508471,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0686. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001561,AC00362,111.66,07-06-2023 18:18,Credit,Washington,D000384,62.251.170.72,M068,Online,48,Engineer,140,1,5716.72,04-11-2024 08:07,0.18197415294425667,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1820. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001562,AC00015,250.01,06-11-2023 16:28,Debit,Kansas City,D000191,157.47.114.20,M057,ATM,62,Retired,88,1,1541.48,04-11-2024 08:12,0.1612323863762301,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1612. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001563,AC00112,554.15,18-04-2023 17:17,Debit,Raleigh,D000087,151.247.130.190,M066,ATM,49,Doctor,108,1,14817.22,04-11-2024 08:12,0.06561578232830345,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0656. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001564,AC00057,598.66,10-01-2023 16:51,Credit,Charlotte,D000316,52.50.209.49,M032,Branch,32,Engineer,222,1,2587.11,04-11-2024 08:11,0.10733992185470737,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1073. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001565,AC00393,28.38,18-05-2023 16:24,Debit,Sacramento,D000700,149.84.108.18,M083,Branch,55,Doctor,98,1,173.7,04-11-2024 08:08,0.1332217816233377,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1332. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001566,AC00233,16.8,27-11-2023 17:01,Debit,San Diego,D000426,86.220.59.252,M021,ATM,49,Doctor,94,1,11847.07,04-11-2024 08:09,0.11624576755790861,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1162. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001567,AC00466,896.79,06-11-2023 16:35,Debit,Dallas,D000582,138.87.180.254,M087,Online,33,Doctor,168,1,11146.74,04-11-2024 08:06,0.049828809471981095,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0498. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001568,AC00453,159.0,06-03-2023 18:04,Debit,Las Vegas,D000545,77.92.193.22,M059,ATM,49,Engineer,38,1,369.79,04-11-2024 08:08,0.13272557668469281,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1327. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001569,AC00203,56.31,27-09-2023 17:54,Credit,Houston,D000038,18.72.115.111,M042,Online,75,Retired,195,1,6396.08,04-11-2024 08:08,0.10214900613748584,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1021. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001570,AC00228,203.99,20-01-2023 16:34,Debit,Philadelphia,D000007,213.15.9.253,M073,Online,52,Retired,215,1,4840.31,04-11-2024 08:09,0.14797371094821177,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1480. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001571,AC00131,50.99,31-10-2023 16:45,Debit,Detroit,D000217,147.119.62.178,M003,Branch,29,Doctor,76,1,1334.6,04-11-2024 08:10,0.17307235872070914,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1731. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001572,AC00247,101.28,23-08-2023 18:19,Credit,Chicago,D000506,81.222.37.186,M023,Online,32,Engineer,75,1,2774.35,04-11-2024 08:06,0.1649232451468739,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1649. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001573,AC00425,299.92,09-10-2023 18:41,Debit,Denver,D000197,201.113.165.203,M007,ATM,27,Student,122,1,1368.0,04-11-2024 08:08,0.1842827241212867,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1843. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001574,AC00123,77.54,01-02-2023 17:12,Debit,Phoenix,D000352,79.47.176.19,M095,Online,67,Retired,73,1,4536.38,04-11-2024 08:10,0.1513671271609372,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1514. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001575,AC00139,18.35,18-09-2023 16:40,Debit,Nashville,D000685,83.80.89.29,M035,Branch,21,Student,78,1,1293.39,04-11-2024 08:10,0.139670488852443,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1397. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001576,AC00379,732.53,22-05-2023 16:54,Credit,San Jose,D000677,220.179.173.114,M066,ATM,26,Student,116,1,441.54,04-11-2024 08:12,0.12890077908450304,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1289. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001577,AC00059,65.11,07-09-2023 16:47,Debit,Nashville,D000204,223.32.70.156,M026,ATM,34,Engineer,150,1,8485.14,04-11-2024 08:08,0.15885314608887396,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1589. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001578,AC00233,67.07,05-06-2023 16:24,Credit,Los Angeles,D000038,89.237.88.251,M048,ATM,24,Student,56,1,999.62,04-11-2024 08:10,0.1694258130102188,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1694. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001579,AC00007,137.48,27-11-2023 17:34,Debit,Seattle,D000206,66.255.7.16,M058,Branch,55,Doctor,47,1,14273.42,04-11-2024 08:08,0.08738449983056135,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0874. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001580,AC00028,398.36,27-06-2023 16:52,Debit,Columbus,D000022,80.58.55.129,M006,ATM,22,Student,56,1,1863.7,04-11-2024 08:09,0.1471457180676064,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1471. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001581,AC00428,469.46,08-11-2023 18:24,Debit,New York,D000465,137.33.78.168,M068,ATM,20,Student,149,1,8640.56,04-11-2024 08:09,0.10701415887437216,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1070. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001582,AC00242,37.58,17-04-2023 18:22,Debit,Indianapolis,D000047,5.252.94.135,M051,ATM,57,Doctor,182,1,259.44,04-11-2024 08:12,0.12797464638700473,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1280. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001583,AC00447,160.24,08-08-2023 17:06,Debit,Washington,D000378,98.39.212.221,M019,ATM,31,Engineer,15,1,5526.97,04-11-2024 08:09,0.1405660877564303,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1406. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001584,AC00081,315.39,26-05-2023 16:52,Credit,New York,D000066,60.89.202.192,M008,Branch,23,Student,93,1,929.6,04-11-2024 08:08,0.17637659742705836,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1764. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001585,AC00358,434.17,05-01-2023 16:40,Debit,Atlanta,D000238,161.161.26.115,M010,ATM,21,Student,148,5,5335.44,04-11-2024 08:09,-0.0526159260208342,-1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: -0.0526. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001586,AC00254,165.91,15-03-2023 17:40,Debit,Jacksonville,D000574,1.198.76.182,M084,ATM,26,Student,84,1,587.12,04-11-2024 08:09,0.17626691094631503,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1763. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001587,AC00241,211.36,14-09-2023 17:08,Debit,San Francisco,D000039,223.189.165.37,M020,Branch,47,Engineer,194,1,4760.34,04-11-2024 08:11,0.15945968709300584,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1595. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001588,AC00140,241.45,24-07-2023 16:02,Debit,Portland,D000435,133.63.96.21,M026,Online,26,Student,158,1,1594.04,04-11-2024 08:08,0.18011022294123885,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1801. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001589,AC00132,23.24,13-04-2023 16:41,Debit,Indianapolis,D000569,184.185.209.72,M054,Branch,68,Doctor,129,1,13777.79,04-11-2024 08:10,0.06064970935000702,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0606. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001590,AC00035,70.88,04-12-2023 16:18,Credit,Omaha,D000315,169.67.220.37,M087,Branch,74,Retired,176,1,1794.65,04-11-2024 08:06,0.11153364060264842,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.1115. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001591,AC00172,1143.67,30-10-2023 16:18,Debit,Atlanta,D000056,184.4.253.143,M048,Online,66,Retired,111,1,7677.76,04-11-2024 08:10,0.05558227625278056,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0556. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
TX001592,AC00016,314.52,20-03-2023 17:21,Debit,Memphis,D000361,146.69.70.214,M057,ATM,80,Retired,229,1,7071.32,04-11-2024 08:06,0.06143680770057425,1,"This transaction was flagged due to a significant deviation from normal behavior. Anomaly Score: 0.0614. The pattern suggests unusual transaction amount, timing, or frequency compared to typical user activity."
